118,53
117,54
116,54
115,54
114,54
113,55
112,55
111,55
110,55
109,55
108,56
107,56
106,56
105,56
104,57
103,57
102,57
101,58
100,58
99,59
98,59
97,59
96,60
95,60
94,61
93,61
92,61
91,62
90,62
89,63
88,63
87,64
86,64
85,65
84,65
83,66
82,67
81,67
80,68
79,69
78,69
77,70
76,70
75,71
74,72
73,72
72,73
71,74
70,74
69,75
68,76
67,76
66,77
65,78
64,79
63,80
62,80
61,81
60,82
59,83
58,84
57,85
56,86
55,87
54,88
53,89
52,90
51,91
50,92
50,93
49,94
48,95
48,96
47,97
46,98
46,99
45,100
45,101
45,102
44,103
44,104
44,105
44,106
44,107
43,108
43,109
43,110
43,111
43,112
43,113
43,114
43,115
43,116
43,117
43,118
43,119
44,120
44,121
44,122
45,123
46,124
46,125
47,126
48,127
48,128
49,129
50,130
51,131
52,132
53,133
54,134
55,135
56,136
57,137
58,138
59,139
60,140
61,141
62,141
63,142
64,143
65,144
66,145
67,146
68,146
69,147
70,148
71,149
72,149
73,150
74,151
75,152
76,152
77,153
78,153
79,154
80,154
81,155
82,155
83,156
84,156
85,157
86,157
87,158
88,158
89,158
90,159
91,159
92,160
93,160
94,160
95,161
96,161
97,162
98,162
99,162
100,163
101,163
102,163
103,164
104,164
105,164
106,164
107,165
108,165
109,165
110,166
111,166
112,166
113,166
114,167
115,167
116,167
117,167
118,167
119,168
120,168
121,168
122,168
123,168
124,168
125,169
126,169
127,169
128,169
129,169
130,169
131,169
132,169
133,170
134,169
135,169
136,170
137,170
138,170
139,170
140,170
141,169
142,169
143,169
144,169
145,169
146,169
147,169
148,169
149,169
150,168
151,168
152,168
153,168
154,169
155,168
156,168
157,168
158,168
159,168
160,167
161,167
162,167
163,167
164,167
165,167
166,166
167,166
168,165
169,165
170,165
171,165
172,164
173,164
174,163
175,163
176,162
177,162
178,161
179,160
180,160
181,159
182,158
183,157
184,156
185,155
186,154
187,153
187,152
188,151
189,150
190,149
190,148
191,147
192,146
193,145
194,144
194,143
195,142
196,141
196,140
197,139
197,138
198,137
199,136
199,135
200,134
200,133
200,132
201,131
201,130
201,129
202,128
202,127
202,126
202,125
202,124
202,123
202,122
203,121
202,120
202,119
202,118
202,117
201,116
201,115
201,114
200,113
200,112
200,111
200,110
200,109
200,108
200,107
200,106
200,105
200,104
200,103
200,102
200,101
200,100
200,99
200,98
200,97
200,96
200,95
200,94
200,93
200,92
200,91
199,90
199,89
199,88
198,87
198,86
198,85
197,84
197,83
197,82
196,81
196,80
195,79
195,78
194,77
193,76
193,75
192,74
191,73
191,72
190,71
189,70
188,69
187,68
186,67
185,66
184,66
183,65
182,64
181,64
180,63
179,63
178,62
177,62
176,62
175,61
174,61
173,61
172,60
171,60
170,59
169,59
168,59
167,59
166,59
165,58
164,58
163,58
162,58
161,57
160,57
159,57
158,57
157,57
156,56
155,56
154,56
153,56
152,55
151,55
150,55
149,55
148,54
147,54
146,54
145,54
144,54
143,54
142,54
141,53
140,53
139,53
138,53
137,53
136,53
135,53
134,53
133,53
132,53
131,53
130,53
129,53
128,53
127,53
126,53
125,53
124,53
123,53
122,53
121,53
120,53
119,53
118,53
