56,63
55,64
54,64
53,64
52,64
51,64
50,65
49,65
48,66
47,67
46,68
45,69
44,70
43,71
42,72
41,73
41,74
40,75
39,76
38,77
38,78
37,79
37,80
36,81
36,82
35,83
35,84
34,85
34,86
33,87
33,88
33,89
32,90
32,91
32,92
31,93
31,94
31,95
31,96
31,97
30,98
30,99
30,100
30,101
30,102
30,103
30,104
30,105
30,106
30,107
30,108
30,109
30,110
30,111
30,112
30,113
29,114
29,115
29,116
29,117
29,118
29,119
29,120
29,121
29,122
29,123
29,124
29,125
29,126
29,127
29,128
29,129
29,130
29,131
30,132
30,133
30,134
30,135
30,136
31,137
31,138
31,139
30,140
31,141
31,142
32,143
32,144
32,145
32,146
33,147
33,148
33,149
34,150
34,151
35,152
35,153
35,154
36,155
37,156
38,157
39,158
40,159
41,160
42,161
43,161
44,162
45,162
46,162
47,163
48,163
49,163
50,164
51,164
52,163
53,163
54,164
55,163
56,164
57,163
58,164
59,163
60,164
61,163
62,163
63,163
64,162
65,162
66,162
67,162
68,161
69,161
70,161
71,161
72,161
73,160
74,160
75,160
76,160
77,160
78,159
79,159
80,159
81,159
82,158
83,158
84,158
85,158
86,157
87,157
88,157
89,156
90,156
91,156
92,156
93,155
94,155
95,155
96,154
97,154
98,154
99,153
100,153
101,152
102,152
103,152
104,151
105,151
106,151
107,150
108,150
109,149
110,149
111,149
112,148
113,148
114,147
115,147
116,147
117,146
118,146
119,146
120,145
121,145
122,145
123,144
124,144
125,144
126,143
127,143
128,143
129,142
130,142
131,142
132,142
133,141
134,141
135,141
136,140
137,140
138,139
139,139
140,139
141,139
142,138
143,138
144,138
145,137
146,137
147,137
148,136
149,136
150,136
151,135
152,135
153,135
154,134
155,134
156,134
157,133
158,133
159,133
160,132
161,132
162,132
163,132
164,131
165,131
166,131
167,130
168,130
169,130
170,130
171,129
172,129
173,129
174,128
175,128
176,128
177,127
178,127
179,127
180,126
181,126
182,126
183,125
184,125
185,124
186,124
187,123
188,123
189,122
190,122
191,122
192,121
193,121
194,121
195,120
196,120
197,119
198,119
199,118
200,117
201,116
201,115
201,114
201,113
201,112
200,111
199,111
198,110
197,110
196,109
195,109
194,109
193,108
192,108
191,108
190,107
189,107
188,107
187,106
186,106
185,106
184,105
183,105
182,105
181,104
180,103
179,103
178,102
177,102
176,102
175,101
174,101
173,101
172,100
171,100
170,100
169,99
168,99
167,98
166,98
165,97
164,97
163,97
162,97
161,96
160,96
159,96
158,95
157,95
156,95
155,94
154,94
153,94
152,93
151,93
150,93
149,92
148,92
147,91
146,91
145,91
144,90
143,90
142,90
141,89
140,89
139,88
138,88
137,87
136,87
135,87
134,86
133,86
132,86
131,86
130,85
129,85
128,85
127,84
126,84
125,83
124,83
123,83
122,82
121,82
120,82
119,81
118,81
117,81
116,80
115,80
114,80
113,79
112,79
111,79
110,78
109,78
108,78
107,77
106,77
105,77
104,76
103,76
102,75
101,75
100,75
99,75
98,74
97,74
96,74
95,73
94,73
93,73
92,72
91,72
90,71
89,71
88,70
87,70
86,70
85,69
84,69
83,69
82,68
81,68
80,68
79,67
78,67
77,67
76,66
75,66
74,66
73,65
72,65
71,65
70,65
69,64
68,64
67,64
66,63
65,64
64,64
63,64
62,64
61,64
60,64
59,64
58,63
57,63
56,63
