166,48
165,49
164,49
163,49
162,49
161,49
160,49
159,49
158,49
157,49
156,50
155,50
154,50
153,50
152,49
151,50
150,50
149,50
148,51
147,51
146,51
145,52
144,52
143,52
142,52
141,52
140,53
139,53
138,53
137,53
136,54
135,54
134,54
133,55
132,55
131,55
130,56
129,56
128,56
127,57
126,57
125,57
124,58
123,58
122,59
121,59
120,59
119,60
118,60
117,61
116,61
115,62
114,62
113,63
112,63
111,64
110,64
109,65
108,65
107,66
106,66
105,67
104,67
103,68
102,68
101,69
100,69
99,70
98,70
97,71
96,71
95,72
94,72
93,73
92,73
91,74
90,75
89,75
88,76
87,76
86,77
85,77
84,78
83,78
82,79
81,79
80,80
79,81
78,81
77,82
76,82
75,83
74,84
73,84
72,85
71,86
70,86
69,87
68,87
67,88
66,88
65,89
64,89
63,90
62,91
61,91
60,92
59,93
58,93
57,94
56,95
55,95
54,96
53,96
52,97
51,98
50,98
49,99
48,100
47,101
46,101
45,102
44,103
43,104
42,104
41,105
40,106
39,107
38,107
37,108
36,109
35,110
34,111
33,112
32,113
31,114
30,115
29,116
28,116
28,117
27,118
27,119
27,120
27,121
28,122
28,123
29,124
30,125
31,126
32,127
33,128
34,128
35,129
36,129
37,130
38,130
39,131
40,132
41,132
42,133
43,133
44,134
45,135
46,135
47,136
48,136
49,137
50,138
51,139
52,139
53,140
54,140
55,141
56,142
57,142
58,143
59,144
60,144
61,145
62,145
63,146
64,147
65,147
66,148
67,149
68,149
69,150
70,150
71,151
72,152
73,152
74,153
75,154
76,154
77,155
78,156
79,156
80,157
81,157
82,158
83,158
84,159
85,160
86,160
87,161
88,161
89,162
90,163
91,163
92,164
93,164
94,165
95,166
96,166
97,167
98,168
99,168
100,169
101,170
102,170
103,171
104,172
105,172
106,173
107,174
108,174
109,175
110,175
111,176
112,177
113,177
114,178
115,178
116,179
117,179
118,179
119,180
120,180
121,181
122,181
123,181
124,182
125,182
126,182
127,183
128,183
129,183
130,184
131,184
132,184
133,185
134,185
135,185
136,186
137,186
138,186
139,186
140,187
141,187
142,187
143,187
144,188
145,188
146,188
147,188
148,188
149,189
150,189
151,189
152,189
153,189
154,189
155,190
156,190
157,190
158,190
159,190
160,190
161,190
162,190
163,190
164,190
165,190
166,190
167,190
168,190
169,191
170,190
171,190
172,190
173,190
174,189
175,189
176,189
177,189
178,189
179,189
180,188
181,188
182,188
183,188
184,188
185,188
186,187
187,187
188,186
189,186
190,185
191,184
192,184
193,183
194,182
195,181
196,180
197,179
197,178
198,177
199,176
200,175
200,174
201,173
201,172
202,171
202,170
203,169
203,168
204,167
204,166
204,165
205,164
205,163
205,162
205,161
205,160
205,159
205,158
205,157
205,156
205,155
205,154
205,153
204,152
204,151
203,150
203,149
202,148
201,147
200,146
200,145
199,144
198,143
197,142
196,141
196,140
195,139
194,138
194,137
193,136
193,135
193,134
193,133
193,132
193,131
193,130
194,129
195,128
196,127
197,126
198,126
199,126
200,125
201,125
202,125
203,125
204,125
205,125
206,125
207,125
208,125
209,125
210,125
211,125
212,125
213,125
214,125
215,125
216,125
217,125
218,125
219,125
220,125
221,125
222,125
223,125
224,125
225,125
226,125
227,125
228,126
229,126
230,126
231,126
232,126
233,126
234,126
235,126
236,126
237,126
238,126
239,126
240,126
241,126
242,126
243,126
244,126
245,126
246,126
247,126
248,126
249,125
250,124
250,123
250,122
249,121
248,120
247,120
246,119
245,119
244,119
243,119
242,119
241,119
240,119
239,119
238,119
237,119
236,119
235,119
234,119
233,119
232,119
231,119
230,119
229,119
228,119
227,119
226,120
225,120
224,120
223,120
222,120
221,120
220,120
219,120
218,120
217,120
216,120
215,120
214,120
213,120
212,120
211,120
210,120
209,120
208,120
207,120
206,120
205,120
204,120
203,119
202,119
201,119
200,119
199,119
198,118
197,118
196,117
195,116
194,115
193,114
193,113
193,112
193,111
193,110
194,109
194,108
195,107
196,106
197,105
198,104
199,103
200,102
200,101
201,100
202,99
203,98
204,97
204,96
205,95
206,94
206,93
206,92
207,91
207,90
207,89
208,88
208,87
208,86
209,85
208,84
208,83
208,82
207,81
207,80
207,79
206,78
206,77
205,76
205,75
204,74
204,73
203,72
203,71
202,70
201,69
200,68
200,67
199,66
198,65
197,64
196,63
196,62
195,61
194,60
193,59
192,58
191,58
190,57
189,56
188,55
187,55
186,54
185,53
184,53
183,52
182,52
181,51
180,51
179,50
178,50
177,50
176,50
175,49
174,49
173,49
172,49
171,49
170,49
169,48
168,49
167,49
166,48
